gameid,clkTime,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocL,alt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocL,alt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocL,targetD1Diff,targetD2Diff,D1D2Diff,outcome,msgTime,role,contents,workerid_uniq,numOutcome,numRawWords,numRawChars,numCleanChars,numCleanWords,source
7134-9,1476998505811.0,27,close,target,118,74,50,1,1,distr2,99,44,50,2,2,distr1,79,70,50,3,3,11,11,12,True,1476998504004.0,speaker,neon green,542.0,1.0,2,9,9.0,2.0,human
8970-0,1476492681025.0,41,close,target,299,19,50,3,2,distr2,311,14,50,1,1,distr1,354,22,50,2,3,15,6,11,True,1476492678873.0,speaker,the most purple,232.0,1.0,3,13,6.0,1.0,human
9353-3,1459899193567.0,10,split,target,227,85,50,2,3,distr2,95,88,50,3,1,distr1,212,67,50,1,2,19,79,69,True,1459899191816.0,speaker,regular blue color,132.0,1.0,3,16,16.0,3.0,human
1773-7,1476990152665.0,41,split,target,165,14,50,1,1,distr2,350,70,50,3,2,distr1,91,14,50,2,3,11,48,48,True,1476990149176.0,speaker,blue,423.0,1.0,1,4,4.0,1.0,human
3603-b,1476997777294.0,2,close,target,311,60,50,2,2,distr1,298,61,50,3,1,distr2,328,94,50,1,3,5,13,17,True,1476997774034.0,listener,their you go,549.0,1.0,3,10,2.0,1.0,human
1361-b,1476989855714.0,2,split,target,29,60,50,1,1,distr2,165,54,50,3,3,distr1,22,68,50,2,2,8,47,54,True,1476989841663.0,listener,brown?,500.0,1.0,1,5,5.0,1.0,human
1421-1,1476487906046.0,31,split,target,21,36,50,1,2,distr1,1,63,50,3,3,distr2,167,8,50,2,1,17,30,40,True,1476487904626.0,speaker,brown,806.0,1.0,1,5,5.0,1.0,human
8456-e,1476992560046.0,24,far,target,24,77,50,1,1,distr2,101,92,50,3,2,distr1,142,2,50,2,3,31,63,39,True,1476992557460.0,speaker,Orange,640.0,1.0,1,6,6.0,1.0,human
8636-b,1476997801684.0,22,split,target,290,29,50,2,1,distr2,139,95,50,3,3,distr1,203,11,50,1,2,18,61,45,True,1476997800381.0,speaker,purp,258.0,1.0,1,4,4.0,1.0,human
8762-f,1477005842580.0,48,close,target,240,88,50,1,3,distr1,224,85,50,2,2,distr2,235,60,50,3,1,11,8,6,True,1477005841409.0,listener,ok,279.0,1.0,1,2,2.0,1.0,human
1212-5,1476992025751.0,37,close,target,299,73,50,2,1,distr1,316,74,50,3,2,distr2,284,22,50,1,3,8,17,16,True,1476992020743.0,speaker,purple,,1.0,1,6,6.0,1.0,human
3682-7,1477001721504.0,50,far,target,1,86,50,3,1,distr1,303,42,50,2,2,distr2,72,91,50,1,3,36,71,88,True,1477001712905.0,listener,good work,549.0,1.0,2,8,8.0,2.0,human
9922-e,1476498841621.0,35,far,target,75,86,50,3,1,distr1,130,6,50,2,3,distr2,237,18,50,1,2,36,62,26,True,1476498839535.0,speaker,yellow,157.0,1.0,1,6,6.0,1.0,human
7607-b,1476992545788.0,38,close,target,90,64,50,2,2,distr2,74,97,50,1,3,distr1,95,89,50,3,1,8,13,10,True,1476992544639.0,speaker,drab green,599.0,1.0,2,9,9.0,2.0,human
7804-6,1476990013431.0,15,close,target,76,9,50,3,3,distr1,134,21,50,1,2,distr2,171,7,50,2,1,13,10,16,True,1476990011132.0,speaker,"brown, not grey, not green",201.0,1.0,5,20,14.0,3.0,human
0716-6,1476989966826.0,8,split,target,323,39,50,2,2,distr1,274,49,50,1,3,distr2,49,16,50,3,1,17,42,51,True,1476989965015.0,speaker,Pinkish image in the middle,385.0,1.0,5,23,18.0,3.0,human
2730-a,1476990504156.0,33,close,target,119,3,50,3,1,distr1,169,15,50,1,3,distr2,200,20,50,2,2,11,13,12,True,1476990499662.0,speaker,grey,454.0,1.0,1,4,4.0,1.0,human
7417-5,1476990193812.0,43,close,target,311,69,50,1,1,distr2,297,27,50,2,2,distr1,329,21,50,3,3,17,11,10,True,1476990191103.0,speaker,pink,319.0,1.0,1,4,4.0,1.0,human
1020-a,1476498986867.0,33,split,target,87,72,50,3,1,distr1,136,73,50,1,2,distr2,4,69,50,2,3,10,72,79,True,1476498967345.0,speaker,lime lighter green,232.0,1.0,3,16,16.0,3.0,human
0283-7,1476501348516.0,25,far,target,185,93,50,2,1,distr2,158,87,50,3,3,distr1,201,88,50,1,2,25,28,47,True,1476501332414.0,speaker,not green,,1.0,2,8,5.0,1.0,human
4706-9,1476991478567.0,9,far,target,119,16,50,1,3,distr1,232,52,50,3,2,distr2,96,80,50,2,1,48,27,73,True,1476991475372.0,speaker,olive army gray green,411.0,1.0,4,18,18.0,4.0,human
0895-b,1476486768090.0,6,close,distr1,85,66,50,1,2,distr2,89,82,50,3,3,target,109,73,50,2,1,7,6,5,False,1476486764867.0,speaker,Click the darkest green box.,790.0,0.0,5,23,20.0,4.0,human
7488-3,1476995200068.0,20,split,target,35,59,50,3,1,distr2,189,13,50,1,2,distr1,43,94,50,2,3,13,34,40,True,1476995198215.0,speaker,dull orange,258.0,1.0,2,10,10.0,2.0,human
8792-7,1476495863110.0,40,close,target,318,3,50,3,2,distr1,219,8,50,1,1,distr2,218,25,50,2,3,8,16,9,True,1476495852720.0,speaker,i see no gray green,912.0,1.0,5,15,12.0,3.0,human
0375-6,1476492358598.0,4,far,target,189,0,50,1,2,distr2,162,33,50,2,3,distr1,134,88,50,3,1,39,24,26,True,1476492356605.0,speaker,gray,899.0,1.0,1,4,4.0,1.0,human
2783-c,1477000142341.0,35,split,target,276,87,50,2,1,distr2,117,95,50,1,2,distr1,314,60,50,3,3,17,73,102,True,1477000139247.0,speaker,purple,572.0,1.0,1,6,6.0,1.0,human
3412-4,1459884803264.0,8,split,target,112,8,50,1,2,distr2,8,62,50,3,3,distr1,199,5,50,2,1,13,40,32,True,1459884801157.0,speaker,pastel grass,118.0,1.0,2,11,11.0,2.0,human
5711-e,1459892403552.0,4,close,target,270,35,50,2,3,distr2,246,18,50,1,2,distr1,329,23,50,3,1,17,11,17,True,1459892367916.0,listener,sanford florida,32.0,1.0,2,14,14.0,2.0,human
1184-f,1476467967062.0,23,split,target,31,49,50,2,3,distr2,298,94,50,3,2,distr1,26,20,50,1,1,13,54,41,True,1476467965430.0,speaker,Orange,702.0,1.0,1,6,6.0,1.0,human
4119-5,1476989444568.0,27,split,target,200,1,50,3,1,distr1,168,10,50,1,3,distr2,105,92,50,2,2,12,41,37,True,1476989442073.0,speaker,pure grey,215.0,1.0,2,8,8.0,2.0,human
3498-f,1476485695551.0,1,split,target,219,78,50,1,1,distr2,122,56,50,3,2,distr1,250,35,50,2,3,13,65,61,True,1476485688976.0,speaker,blue,797.0,1.0,1,4,4.0,1.0,human
1271-1,1476989609725.0,32,close,target,162,21,50,3,1,distr1,155,38,50,1,3,distr2,112,11,50,2,2,10,9,14,True,1476989604946.0,speaker,cross between gray and green dull,349.0,1.0,6,28,18.0,4.0,human
8461-d,1476995935266.0,43,split,target,178,17,50,2,3,distr1,76,18,50,1,1,distr2,351,57,50,3,2,18,47,47,True,1476995933701.0,speaker,blue,279.0,1.0,1,4,4.0,1.0,human
3181-5,1476485999789.0,9,far,target,43,66,50,1,3,distr1,271,69,50,2,2,distr2,326,63,50,3,1,72,59,23,True,1476485994922.0,speaker,negative,414.0,1.0,1,8,8.0,1.0,human
8963-3,1476490280116.0,42,far,target,261,90,50,2,1,distr1,6,42,50,1,3,distr2,304,6,50,3,2,41,32,22,True,1476490277296.0,speaker,blue,85.0,1.0,1,4,4.0,1.0,human
1099-8,1476993024990.0,2,far,target,295,73,50,3,2,distr2,31,34,50,1,3,distr1,165,61,50,2,1,54,48,40,True,1476993023577.0,speaker,purple,542.0,1.0,1,6,6.0,1.0,human
7208-8,1476989454452.0,16,far,target,62,70,50,2,3,distr2,17,51,50,1,2,distr1,143,14,50,3,1,33,47,39,True,1476989450385.0,speaker,yellow,21.0,1.0,1,6,6.0,1.0,human
4042-9,1459889976731.0,17,close,target,127,68,50,3,2,distr2,69,49,50,2,3,distr1,104,81,50,1,1,6,17,16,True,1459889934759.0,speaker,medium green- forest,113.0,1.0,3,17,17.0,3.0,human
3111-d,1476991613906.0,50,far,target,89,75,50,3,3,distr1,359,60,50,1,1,distr2,288,13,50,2,2,75,65,28,True,1476991611832.0,speaker,lime,316.0,1.0,1,4,4.0,1.0,human
1742-8,1476472855710.0,42,far,target,22,80,50,3,3,distr1,216,74,50,1,2,distr2,168,43,50,2,1,51,53,42,True,1476472853669.0,speaker,orange,88.0,1.0,1,6,6.0,1.0,human
3028-b,1476499708372.0,49,close,target,158,70,50,1,2,distr1,160,22,50,2,3,distr2,160,45,50,3,1,19,9,11,True,1476499706495.0,speaker,the brightest one,938.0,1.0,3,15,12.0,2.0,human
4793-9,1476484399208.0,22,split,target,62,50,50,1,2,distr1,98,39,50,3,1,distr2,166,25,50,2,3,15,30,21,True,1476484396315.0,speaker,not blue or green. yellowish,808.0,1.0,5,23,18.0,3.0,human
2687-b,1476484700386.0,23,split,distr2,287,89,50,1,2,target,13,19,50,3,3,distr1,185,0,50,2,1,15,35,32,False,1476484692945.0,speaker,dark purple-ish,804.0,0.0,2,13,13.0,3.0,human
1470-6,1476999814583.0,36,close,distr2,198,11,50,2,1,distr1,188,35,50,1,2,target,107,8,50,3,3,19,14,14,False,1476999810808.0,speaker,pure gray,358.0,0.0,2,8,8.0,2.0,human
1079-0,1476494095081.0,30,close,target,286,26,50,3,2,distr1,327,70,50,2,1,distr2,308,27,50,1,3,16,5,13,True,1476494091087.0,speaker,not the light purple,794.0,1.0,4,17,11.0,2.0,human
2472-9,1476996974789.0,40,close,target,114,26,50,2,2,distr1,109,62,50,3,3,distr2,83,33,50,1,1,15,8,14,True,1476996973020.0,speaker,dark green,551.0,1.0,2,9,9.0,2.0,human
5824-8,1476998900261.0,1,split,target,135,16,50,2,2,distr1,104,25,50,1,1,distr2,24,61,50,3,3,8,39,41,True,1476998894791.0,speaker,darker green teal,262.0,1.0,3,15,15.0,3.0,human
6452-3,1476989721258.0,11,split,distr2,157,49,50,3,2,target,48,3,50,1,3,distr1,212,24,50,2,1,19,27,35,False,1476989719603.0,speaker,taupe,409.0,0.0,1,5,5.0,1.0,human
7480-8,1476993935195.0,33,far,target,77,46,50,3,2,distr2,333,14,50,1,3,distr1,298,66,50,2,1,83,49,23,True,1476993932600.0,speaker,Olive green / yellowish green,79.0,1.0,4,24,24.0,4.0,human
6468-7,1476990957835.0,8,far,target,192,84,50,2,2,distr2,140,12,50,3,3,distr1,97,83,50,1,1,52,28,32,True,1476990956137.0,speaker,blue,379.0,1.0,1,4,4.0,1.0,human
1776-b,1476497742624.0,43,close,target,94,43,50,3,1,distr2,151,61,50,1,3,distr1,112,46,50,2,2,5,13,10,True,1476497740079.0,speaker,olive i think,883.0,1.0,3,11,10.0,2.0,human
6771-0,1476996412902.0,13,close,target,275,66,50,3,3,distr2,316,30,50,1,1,distr1,315,66,50,2,2,16,18,10,True,1476996409324.0,speaker,purple,565.0,1.0,1,6,6.0,1.0,human
9629-5,1476990554900.0,40,close,target,203,48,50,1,1,distr2,207,74,50,2,3,distr1,218,29,50,3,2,12,6,12,True,1476990533009.0,speaker,eesh XP,321.0,1.0,2,6,6.0,2.0,human
8366-5,1476993433687.0,24,far,target,278,53,50,3,2,distr2,6,29,50,2,1,distr1,61,30,50,1,3,69,32,37,True,1476993432347.0,speaker,purple,254.0,1.0,1,6,6.0,1.0,human
1713-a,1476465902557.0,20,close,target,307,56,50,3,2,distr2,265,24,50,1,3,distr1,253,30,50,2,1,19,17,6,True,1476465901244.0,speaker,fuscia,590.0,1.0,1,6,6.0,1.0,human
0144-d,1476998450247.0,47,close,target,185,38,50,1,2,distr1,179,55,50,2,3,distr2,173,60,50,3,1,10,14,6,True,1476998446596.0,speaker,the grayest blue,233.0,1.0,3,14,11.0,2.0,human
4080-f,1476996323325.0,14,close,distr2,237,22,50,2,2,distr1,251,14,50,3,1,target,219,19,50,1,3,8,8,6,False,1476996321173.0,speaker,"our screens could be different , so it might be hard",294.0,0.0,10,41,25.0,4.0,human
4522-0,1459890720648.0,50,split,target,115,4,50,1,1,distr2,71,82,50,2,3,distr1,235,12,50,3,2,19,37,56,True,1459890718635.0,speaker,Grey,54.0,1.0,1,4,4.0,1.0,human
5507-1,1459884184200.0,36,close,target,100,29,50,1,2,distr1,131,67,50,3,3,distr2,163,70,50,2,1,15,19,15,True,1459884182872.0,speaker,army green,128.0,1.0,2,9,9.0,2.0,human
5455-3,1476501278692.0,39,close,target,62,5,50,2,2,distr1,55,12,50,1,3,distr2,52,34,50,3,1,6,18,13,True,1476501275030.0,speaker,darker brown,847.0,1.0,2,11,11.0,2.0,human
5589-f,1476992595334.0,27,close,target,138,2,50,2,1,distr2,77,9,50,1,3,distr1,110,18,50,3,2,17,9,10,True,1476992591838.0,speaker,gray,472.0,1.0,1,4,4.0,1.0,human
6631-5,1476989429724.0,25,far,target,270,34,50,1,3,distr1,1,29,50,3,1,distr2,186,19,50,2,2,27,28,43,True,1476989427955.0,speaker,bright purple,281.0,1.0,2,12,12.0,2.0,human
0519-9,1476501578273.0,21,split,distr2,2,48,50,3,1,target,285,38,50,1,2,distr1,249,56,50,2,3,16,30,39,False,1476501574847.0,speaker,ink,955.0,0.0,1,3,3.0,1.0,human
8320-3,1476988629273.0,11,close,target,7,36,50,2,1,distr1,345,87,50,3,2,distr2,335,48,50,1,3,13,17,16,True,1476988626414.0,speaker,the faded red,231.0,1.0,3,11,8.0,2.0,human
6536-6,1476992409058.0,44,far,target,259,98,50,2,3,distr2,132,20,50,3,2,distr1,339,97,50,1,1,40,53,64,True,1476992402685.0,speaker,purple,377.0,1.0,1,6,6.0,1.0,human
0599-7,1476995951971.0,50,close,target,66,7,50,3,2,distr2,173,16,50,1,3,distr1,75,11,50,2,1,5,14,13,True,1476995941867.0,speaker,"tan grey, not the one with green hue",226.0,1.0,8,28,18.0,5.0,human
4777-1,1476478435550.0,39,split,target,324,96,50,3,2,distr2,126,59,50,2,1,distr1,298,40,50,1,3,15,94,89,True,1476478433420.0,speaker,pink,258.0,1.0,1,4,4.0,1.0,human
7224-2,1476991945773.0,1,split,target,211,22,50,3,2,distr2,37,83,50,2,1,distr1,49,0,50,1,3,13,44,31,True,1476991942337.0,speaker,it's the blue one,,1.0,4,14,7.0,2.0,human
3682-7,1477001437134.0,27,close,distr1,148,41,50,2,2,distr2,129,86,50,3,3,target,105,55,50,1,1,14,10,19,False,1477001435365.0,speaker,dull green,236.0,0.0,2,9,9.0,2.0,human
5697-a,1476494827313.0,1,close,target,244,30,50,2,2,distr1,252,15,50,3,3,distr2,271,16,50,1,1,11,13,5,True,1476494822037.0,speaker,the more blue one,345.0,1.0,4,14,7.0,2.0,human
6534-d,1476472370649.0,45,split,target,143,34,50,2,3,distr1,137,65,50,3,2,distr2,263,42,50,1,1,13,51,62,True,1476472366766.0,speaker,least bright most dull,744.0,1.0,4,19,15.0,3.0,human
4804-8,1476989123440.0,44,split,target,267,47,50,1,1,distr2,5,34,50,2,2,distr1,232,26,50,3,3,14,33,31,True,1476989121570.0,speaker,bright purple,234.0,1.0,2,12,12.0,2.0,human
8963-3,1476489990040.0,29,split,target,240,11,50,3,1,distr2,112,85,50,1,3,distr1,224,12,50,2,2,5,52,50,True,1476489977356.0,speaker,sigh...the brighter of the two grays,85.0,1.0,6,28,20.0,4.0,human
4706-9,1476992268064.0,48,far,target,25,51,50,1,3,distr2,111,27,50,2,1,distr1,199,31,50,3,2,41,40,35,True,1476992265888.0,speaker,"same color I think, rust",411.0,1.0,5,19,14.0,3.0,human
6158-c,1476990462241.0,43,close,target,155,7,50,3,3,distr2,141,33,50,2,2,distr1,122,15,50,1,1,12,19,9,True,1476990451101.0,speaker,truest grey,339.0,1.0,2,10,10.0,2.0,human
8455-f,1476491818352.0,49,close,target,285,85,50,1,1,distr1,311,28,50,3,3,distr2,296,38,50,2,2,17,11,7,True,1476491806813.0,listener,crap,584.0,1.0,1,4,4.0,1.0,human
5493-b,1476992241880.0,45,far,target,68,68,50,3,3,distr1,192,32,50,2,1,distr2,286,77,50,1,2,45,91,30,True,1476992240086.0,speaker,yellow,532.0,1.0,1,6,6.0,1.0,human
4710-7,1476500416662.0,19,split,target,347,49,50,3,1,distr2,134,11,50,1,2,distr1,11,41,50,2,3,14,46,38,True,1476500385246.0,speaker,"ez, the red/pink one",950.0,1.0,4,15,12.0,4.0,human
7344-b,1476992130018.0,42,far,target,100,52,50,3,3,distr1,172,6,50,1,1,distr2,346,30,50,2,2,30,65,25,True,1476992128094.0,speaker,green,268.0,1.0,1,5,5.0,1.0,human
2377-f,1476992558124.0,15,close,target,319,83,50,3,3,distr2,278,28,50,2,1,distr1,311,41,50,1,2,9,18,10,True,1476992555705.0,speaker,bright pink,,1.0,2,10,10.0,2.0,human
4449-1,1476492889002.0,11,far,target,89,21,50,2,3,distr1,15,8,50,1,2,distr2,330,77,50,3,1,27,61,27,True,1476492887317.0,speaker,greenish,258.0,1.0,1,8,8.0,1.0,human
2375-f,1476490064621.0,11,split,target,347,58,50,1,2,distr2,38,18,50,2,3,distr1,355,38,50,3,1,6,33,28,True,1476490032667.0,speaker,color of a stop sign,223.0,1.0,5,16,13.0,3.0,human
3922-a,1459896811668.0,10,close,target,274,97,50,3,3,distr1,257,44,50,1,2,distr2,273,47,50,2,1,11,9,6,True,1459896806553.0,speaker,brighter of the deep purples,61.0,1.0,5,24,19.0,3.0,human
7488-3,1476995001329.0,5,close,target,240,33,50,2,2,distr2,203,10,50,3,3,distr1,282,35,50,1,1,13,19,16,True,1476994994320.0,listener,blue or pink,219.0,1.0,3,10,8.0,2.0,human
1169-b,1476991591782.0,40,split,target,314,99,50,1,1,distr1,303,99,50,3,3,distr2,83,53,50,2,2,7,87,90,True,1476991585517.0,speaker,bright pink,548.0,1.0,2,10,10.0,2.0,human
1903-c,1476487952891.0,33,far,target,257,94,50,1,3,distr2,68,90,50,2,1,distr1,129,46,50,3,2,66,103,25,True,1476487951443.0,speaker,blue,789.0,1.0,1,4,4.0,1.0,human
7708-f,1476489775792.0,22,close,target,111,98,50,2,1,distr2,103,73,50,3,3,distr1,81,99,50,1,2,8,7,11,True,1476489771703.0,speaker,"bright green, not the one with some yellow",855.0,1.0,8,34,20.0,4.0,human
0856-3,1476495605184.0,22,split,target,172,7,50,3,1,distr1,62,8,50,1,3,distr2,323,31,50,2,2,10,23,37,True,1476495602537.0,speaker,blueish grey,491.0,1.0,2,11,11.0,2.0,human
8972-7,1476991064246.0,19,close,target,274,58,50,3,1,distr1,284,48,50,2,2,distr2,311,84,50,1,3,5,18,14,True,1476991060193.0,speaker,purpleThe blueish one,525.0,1.0,3,19,19.0,3.0,human
3641-1,1477001504732.0,4,close,target,242,10,50,1,2,distr1,265,21,50,2,1,distr2,238,2,50,3,3,10,10,19,True,1477001500497.0,speaker,bluish gray,258.0,1.0,2,10,10.0,2.0,human
4893-9,1476997933328.0,44,close,target,41,22,50,2,2,distr2,43,12,50,3,3,distr1,61,35,50,1,1,15,6,19,True,1476997876349.0,listener,:D,542.0,1.0,1,1,1.0,1.0,human
4574-0,1476993032758.0,28,far,target,111,24,50,2,1,distr2,274,14,50,1,2,distr1,29,55,50,3,3,36,38,38,True,1476993029417.0,listener,"no worries, we're doing good on time",636.0,1.0,7,29,15.0,3.0,human
9874-5,1476462853322.0,48,close,target,138,8,50,3,1,distr1,69,21,50,1,2,distr2,138,15,50,2,3,14,7,13,True,1476462847855.0,speaker,greyish,683.0,1.0,1,7,7.0,1.0,human
8642-0,1476994258880.0,43,far,target,54,39,50,2,1,distr2,169,94,50,1,3,distr1,7,59,50,3,2,43,34,73,True,1476994257655.0,speaker,golden,222.0,1.0,1,6,6.0,1.0,human
1082-8,1476992325136.0,13,far,target,274,20,50,3,2,distr2,165,21,50,2,1,distr1,97,60,50,1,3,69,34,27,True,1476992323808.0,speaker,purple,550.0,1.0,1,6,6.0,1.0,human
0069-8,1476498240973.0,30,far,target,84,7,50,3,2,distr1,2,95,50,2,3,distr2,84,65,50,1,1,40,29,71,True,1476498232504.0,listener,ooh,286.0,1.0,1,3,3.0,1.0,human
3162-4,1476994034320.0,29,far,target,244,96,50,3,1,distr2,342,67,50,1,3,distr1,56,72,50,2,2,94,38,66,True,1476994018685.0,speaker,blue,546.0,1.0,1,4,4.0,1.0,human
4178-b,1459890671226.0,47,split,target,294,33,50,3,3,distr2,177,10,50,1,1,distr1,282,16,50,2,2,10,24,26,True,1459890666442.0,speaker,"The brighter shade of purple, not teal or grayish purple",79.0,1.0,10,46,36.0,6.0,human
0881-5,1459881296449.0,15,far,target,176,7,50,1,3,distr2,286,9,50,3,2,distr1,145,63,50,2,1,30,22,43,True,1459881294652.0,speaker,gray,27.0,1.0,1,4,4.0,1.0,human
1526-7,1476989819685.0,20,split,target,82,55,50,2,3,distr2,197,22,50,1,1,distr1,155,52,50,3,2,19,41,29,True,1476989817240.0,speaker,baby poo green lol,397.0,1.0,4,15,15.0,4.0,human
8354-d,1476995153013.0,14,far,target,150,26,50,1,3,distr1,218,1,50,2,1,distr2,233,40,50,3,2,23,44,25,True,1476995151253.0,speaker,green,402.0,1.0,1,5,5.0,1.0,human
3661-6,1476999058869.0,7,far,target,342,38,50,3,3,distr2,52,36,50,1,1,distr1,29,97,50,2,2,37,48,28,True,1476999056242.0,speaker,pink,418.0,1.0,1,4,4.0,1.0,human
5239-4,1476991050000.0,11,far,target,239,66,50,2,1,distr1,159,89,50,1,3,distr2,191,75,50,3,2,71,49,35,True,1476991048107.0,speaker,dark blue,339.0,1.0,2,8,8.0,2.0,human
2919-4,1476495476277.0,33,close,target,329,49,50,2,1,distr1,312,30,50,1,2,distr2,335,95,50,3,3,8,13,19,True,1476495469643.0,speaker,"the middle shade, not hte bright pink, and not the purple either",902.0,1.0,12,51,36.0,7.0,human
4544-9,1476493695410.0,33,split,target,103,74,50,2,2,distr1,69,77,50,1,3,distr2,221,93,50,3,1,14,73,89,True,1476493694176.0,speaker,green,841.0,1.0,1,5,5.0,1.0,human
5539-6,1476490556382.0,45,split,target,265,39,50,1,2,distr1,329,27,50,3,1,distr2,107,19,50,2,3,19,47,51,True,1476490555320.0,speaker,purple,665.0,1.0,1,6,6.0,1.0,human
3225-1,1476998046660.0,47,far,target,112,15,50,3,3,distr1,45,58,50,2,2,distr2,143,96,50,1,1,26,30,36,True,1476998044549.0,speaker,gray,330.0,1.0,1,4,4.0,1.0,human
8366-5,1476993390477.0,20,close,target,329,8,50,3,3,distr1,237,13,50,2,2,distr2,304,14,50,1,1,12,9,12,True,1476993387540.0,speaker,palest ourple,254.0,1.0,2,12,12.0,2.0,human
8642-0,1476994112100.0,30,close,target,97,61,50,3,3,distr2,56,32,50,1,1,distr1,69,69,50,2,2,13,19,17,True,1476994105225.0,speaker,green darker,222.0,1.0,2,11,11.0,2.0,human
2375-f,1476490521710.0,30,split,target,201,57,50,2,1,distr2,98,89,50,3,2,distr1,173,9,50,1,3,19,59,38,True,1476490520196.0,speaker,color of a bright sky,223.0,1.0,5,17,14.0,3.0,human
0133-f,1476996099465.0,15,far,target,272,60,50,3,3,distr2,69,52,50,1,1,distr1,152,76,50,2,2,64,85,21,True,1476996095676.0,speaker,purple,,1.0,1,6,6.0,1.0,human
3639-a,1476474860767.0,5,close,target,87,18,50,1,2,distr2,31,8,50,2,1,distr1,62,24,50,3,3,8,19,19,True,1476474847513.0,speaker,green,286.0,1.0,1,5,5.0,1.0,human
0580-7,1476490355751.0,6,far,target,28,72,50,3,2,distr1,6,58,50,2,3,distr2,175,26,50,1,1,21,42,50,True,1476490353428.0,speaker,orange,340.0,1.0,1,6,6.0,1.0,human
7941-7,1476991693902.0,1,split,target,12,48,50,2,2,distr2,111,41,50,1,3,distr1,348,71,50,3,1,13,57,74,True,1476991682921.0,speaker,brownest,321.0,1.0,1,8,8.0,1.0,human
5334-3,1476488121241.0,37,close,distr2,136,51,50,1,2,distr1,83,65,50,3,3,target,89,49,50,2,1,6,10,14,False,1476488118801.0,speaker,green most neutral one,780.0,0.0,4,19,15.0,3.0,human
5266-c,1476493153299.0,1,close,target,154,72,50,3,3,distr2,110,79,50,2,1,distr1,126,62,50,1,2,10,14,6,True,1476493147638.0,speaker,the one with the most blue (hi!),321.0,1.0,7,23,9.0,3.0,human
0415-a,1476501974756.0,18,close,target,291,72,50,3,2,distr1,317,55,50,2,3,distr2,259,20,50,1,1,11,19,19,True,1476501971916.0,speaker,not neon pink,549.0,1.0,3,11,8.0,2.0,human
7455-a,1476995022569.0,38,close,target,290,81,50,3,2,distr2,285,33,50,2,3,distr1,305,37,50,1,1,11,12,6,True,1476995021216.0,speaker,purp,536.0,1.0,1,4,4.0,1.0,human
5903-b,1476471088249.0,37,split,target,102,76,50,1,3,distr2,340,54,50,2,1,distr1,98,55,50,3,2,7,85,78,True,1476471074943.0,speaker,bright green (light like),684.0,1.0,4,20,20.0,4.0,human
1624-6,1476481210377.0,33,split,target,225,75,50,3,2,distr1,239,25,50,1,1,distr2,134,25,50,2,3,13,52,43,True,1476481208160.0,speaker,The color is the bright blue one,44.0,1.0,7,26,18.0,4.0,human
1557-f,1476487922492.0,3,far,target,44,78,50,3,2,distr1,352,93,50,1,1,distr2,92,63,50,2,3,44,30,76,True,1476487921469.0,speaker,yellow,791.0,1.0,1,6,6.0,1.0,human
2136-2,1476990242433.0,20,close,distr1,48,25,50,1,1,target,39,20,50,3,2,distr2,44,55,50,2,3,7,16,12,False,1476990235910.0,speaker,brown gray,332.0,0.0,2,9,9.0,2.0,human
7241-4,1476487424319.0,6,close,target,179,72,50,1,3,distr1,169,35,50,3,2,distr2,183,45,50,2,1,14,11,8,True,1476487423059.0,speaker,bright,792.0,1.0,1,6,6.0,1.0,human
6088-7,1476989756533.0,6,close,distr2,128,20,50,2,2,target,64,24,50,3,1,distr1,149,24,50,1,3,17,13,5,False,1476989744400.0,speaker,olive color; ugliest!,229.0,0.0,3,17,17.0,3.0,human
3618-3,1459887214562.0,34,split,target,200,38,50,3,2,distr2,5,9,50,2,3,distr1,200,68,50,1,1,7,31,33,True,1459887210189.0,speaker,teal,96.0,1.0,1,4,4.0,1.0,human
9318-7,1476478579081.0,14,split,target,147,92,50,3,3,distr2,178,54,50,2,2,distr1,104,83,50,1,1,9,27,32,True,1476478574872.0,speaker,Its not the yellow-ish green and not the blue,319.0,1.0,9,36,18.0,4.0,human
9258-7,1477003099220.0,45,close,target,280,40,50,2,2,distr2,282,75,50,1,1,distr1,270,97,50,3,3,13,8,7,True,1477003097695.0,speaker,duller of the purples,232.0,1.0,4,18,13.0,2.0,human
8925-0,1476995475911.0,46,close,target,343,71,50,2,1,distr2,348,43,50,1,2,distr1,314,75,50,3,3,19,7,19,True,1476995473667.0,speaker,red,383.0,1.0,1,3,3.0,1.0,human
1146-c,1476989816034.0,8,split,target,326,6,50,1,1,distr2,70,48,50,2,3,distr1,242,14,50,3,2,12,42,53,True,1476989813678.0,speaker,mauve lavender,316.0,1.0,2,13,13.0,2.0,human
3498-f,1476486071952.0,29,split,target,197,33,50,3,1,distr2,254,42,50,1,2,distr1,265,1,50,2,3,19,26,29,True,1476486069658.0,speaker,blue,797.0,1.0,1,4,4.0,1.0,human
5169-f,1476993598205.0,3,close,distr1,94,50,50,3,3,distr2,99,81,50,1,1,target,132,87,50,2,2,12,5,10,False,1476993594844.0,speaker,more of a forest green,523.0,0.0,5,18,11.0,2.0,human
